Measurements_Cont,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115
0,-0.050954103,-0.175455809,-0.049547553,0.109735966,-0.0511415,-0.180987239,-0.056672931,0.10945487,-0.050860047,-0.176955879,-0.049453855,0.102142096,-0.040266395,-0.166361868,-0.04401648,0.022641063,-0.083860695,0.027984738,0.186330914,0.031641126,-0.08667326,0.016640782,0.181549788,0.030141234,-0.088829577,0.019172072,0.178643346,0.033047318,-0.005953074,-0.128580093,-0.001828194,0.165143251,-0.003046989,-0.129517615,-0.00351584,0.155768037,0.002671838,-0.125298858,-0.004922032,0.154830337,-0.001171947,-0.11911118,0.002671838,0.145361423,-0.00098455,-0.115173697,0.008765817,0.145549178,-0.005953074,-0.128580093,-0.001828194,0.165143251,-0.003046989,-0.129517615,-0.00351584,0.155768037,0.002671838,-0.125298858,-0.004922032,0.154830337,-0.001171947,-0.11911118,0.002671838,0.145361423,-0.00098455,-0.115173697,0.008765817,0.145549178,-0.005953074,-0.128580093,-0.001828194,0.165143251,-0.003046989,-0.129517615,-0.00351584,0.155768037,0.002671838,-0.125298858,-0.004922032,0.154830337,-0.001171947,-0.11911118,0.002671838,0.145361423,-0.00098455,-0.115173697,0.008765817,0.145549178,-0.005859375,-0.130548835,-0.016547084,0.151736498,-0.010359406,-0.137674034,-0.016359687,0.148548961,-0.001828194,-0.131955206,-0.010453463,0.15004921,0.003703237,-0.127267599,-0.002671838,0.007734418,-0.149861634,-0.016734481,0.142830133,-0.016547084,-0.16523695,-0.152299225,0.127267599,-0.043735027,-0.041859984,-0.046547771,0.097642064,-0.061829209,-0.19411236,-0.037266254,0.103360891,-0.064360499,-0.18801856,-0.052547693,0.097642064,0.002109289,-0.135517716,0.005484581,0.16683054,0.006046772,-0.127923846,0.014953494,0.173955917,0.007359624,-0.124830008,0.021047115,0.173393369,-0.001453042,-0.127548873,0.01776588,0.161861658,-0.000890493,-0.126892626,0.014672041,0.168893337,0.002109289,-0.135517716,0.005484581,0.16683054,0.006046772,-0.127923846,0.014953494,0.173955917,0.007359624,-0.124830008,0.021047115,0.173393369,-0.001453042,-0.127548873,0.01776588,0.161861658,-0.000890493,-0.126892626,0.014672041,0.168893337,0.014953494,-0.115642369,0.016171932,0.163080454,0.011859655,-0.113861203,0.015328288,0.162518263,0.011859655,-0.111611187,0.015515685,0.15511179,0.007453322,-0.113579929,0.007921815,0.168330789,0.001546741,-0.124361336,0.007171869,0.116204739,-0.00351584,-0.111236036,0.017672181,0.164580703,0.008203268,-0.105329812,0.021422267,0.163549304,0.005296826,-0.108798623,0.017109632,0.163736701,0.010078311,-0.105048537,0.014578342,0.160736918,0.011015654,-0.10336107,0.023015857,0.163549304
1,-0.052360296,-0.177049577,-0.049735308,0.109642267,-0.052360296,-0.18145591,-0.056578875,0.10945487,-0.051422596,-0.178362072,-0.049547553,0.102142096,-0.041953683,-0.169549584,-0.043922424,0.022641063,-0.085079491,0.02789104,0.186893463,0.031265974,-0.088267028,0.016640782,0.181643486,0.02948463,-0.090798318,0.019172072,0.179580688,0.032203674,-0.005953074,-0.129798889,-0.001547098,0.165143251,-0.003140688,-0.129517615,-0.003328085,0.155861735,0.002390742,-0.126142502,-0.004640579,0.154924393,-0.001265645,-0.118923783,0.002578139,0.14545548,-0.001547098,-0.115361094,0.008672118,0.14545548,-0.005953074,-0.129798889,-0.001547098,0.165143251,-0.003140688,-0.129517615,-0.003328085,0.155861735,0.002390742,-0.126142502,-0.004640579,0.154924393,-0.001265645,-0.118923783,0.002578139,0.14545548,-0.001547098,-0.115361094,0.008672118,0.14545548,-0.005953074,-0.129798889,-0.001547098,0.165143251,-0.003140688,-0.129517615,-0.003328085,0.155861735,0.002390742,-0.126142502,-0.004640579,0.154924393,-0.001265645,-0.118923783,0.002578139,0.14545548,-0.001547098,-0.115361094,0.008672118,0.14545548,-0.006328225,-0.134486496,-0.016359687,0.152205348,-0.011859655,-0.139361501,-0.016453385,0.148736715,-0.004359484,-0.133455276,-0.010453463,0.151268005,0.001640797,-0.128580093,-0.002859592,0.007547021,-0.150142908,-0.016640782,0.143205285,-0.016640782,-0.165049374,-0.030234933,0.127454996,-0.043828726,-0.041766286,-0.046360016,0.098954558,-0.061829209,-0.19411236,-0.037359953,0.104767084,-0.064547896,-0.187643588,-0.051797748,0.097829461,0.001359344,-0.135517716,0.005671978,0.167580485,0.005859375,-0.127923846,0.014859438,0.173861861,0.007359624,-0.124736309,0.020953417,0.17329967,-0.001453042,-0.127080023,0.01776588,0.161861658,-0.001734495,-0.126330078,0.014765739,0.168705583,0.001359344,-0.135517716,0.005671978,0.167580485,0.005859375,-0.127923846,0.014859438,0.173861861,0.007359624,-0.124736309,0.020953417,0.17329967,-0.001453042,-0.127080023,0.01776588,0.161861658,-0.001734495,-0.126330078,0.014765739,0.168705583,0.014390945,-0.115642369,0.016265988,0.163455606,0.011671901,-0.113673627,0.015421987,0.162143111,0.011765957,-0.111142337,0.015984535,0.155861735,0.007921815,-0.113298655,0.007734418,0.168143034,0.001640797,-0.123705089,0.007078171,0.116673589,-0.003421783,-0.11048609,0.017953277,0.164580703,0.007640719,-0.104860961,0.021609664,0.163361907,0.005109429,-0.108048499,0.017390728,0.163830757,0.009609461,-0.104017317,0.014578342,0.161205411,0.010921955,-0.102704644,0.022734761,0.163455606
2,-0.052453995,-0.178455949,-0.049641252,0.10945487,-0.053766489,-0.183049679,-0.056297779,0.109361172,-0.052360296,-0.180049717,-0.049547553,0.101954699,-0.043360233,-0.172268271,-0.043641329,0.022641063,-0.086954534,0.027703643,0.187268615,0.030141234,-0.089767098,0.016734481,0.181830883,0.028640985,-0.09276706,0.019172072,0.180143237,0.031547427,-0.005953074,-0.130923986,-0.001078248,0.16523695,-0.003140688,-0.129423916,-0.003234386,0.156142831,0.001640797,-0.126423776,-0.004078388,0.154924393,-0.001359344,-0.118736207,0.002484441,0.145642877,-0.001921892,-0.115454972,0.00810957,0.145549178,-0.005953074,-0.130923986,-0.001078248,0.16523695,-0.003140688,-0.129423916,-0.003234386,0.156142831,0.001640797,-0.126423776,-0.004078388,0.154924393,-0.001359344,-0.118736207,0.002484441,0.145642877,-0.001921892,-0.115454972,0.00810957,0.145549178,-0.005953074,-0.130923986,-0.001078248,0.16523695,-0.003140688,-0.129423916,-0.003234386,0.156142831,0.001640797,-0.126423776,-0.004078388,0.154924393,-0.001359344,-0.118736207,0.002484441,0.145642877,-0.001921892,-0.115454972,0.00810957,0.145549178,-0.007453322,-0.136361539,-0.015328288,0.15211165,-0.013359547,-0.142080367,-0.016453385,0.149674058,-0.005859375,-0.136361539,-0.010547161,0.151642799,0.000140548,-0.130642712,-0.002859592,0.007453322,-0.150517881,-0.015516043,0.143674135,-0.016734481,-0.164674401,-0.030141234,0.127923846,-0.044110179,-0.180330992,-0.04607892,0.099985957,-0.061735511,-0.193831086,-0.03754735,0.104954839,-0.064547896,-0.187456012,-0.051328897,0.097923517,0.001078248,-0.135705292,0.005859375,0.167861938,0.005765676,-0.127923846,0.014859438,0.173861861,0.007265568,-0.124642611,0.020859718,0.173111916,-0.001547098,-0.126517653,0.017484784,0.161674261,-0.002765536,-0.126236379,0.014859438,0.168611884,0.001078248,-0.135705292,0.005859375,0.167861938,0.005765676,-0.127923846,0.014859438,0.173861861,0.007265568,-0.124642611,0.020859718,0.173111916,-0.001547098,-0.126517653,0.017484784,0.161674261,-0.002765536,-0.126236379,0.014859438,0.168611884,0.013922095,-0.115642369,0.016359687,0.163924456,0.010734558,-0.11301738,0.015515685,0.162611961,0.011203408,-0.110298514,0.016171932,0.157736778,0.007921815,-0.112829804,0.007265568,0.168143034,0.001171947,-0.123048842,0.006984472,0.117142439,-0.003328085,-0.109642267,0.017953277,0.164580703,0.007265568,-0.103829741,0.021703362,0.163268209,0.004922032,-0.107110977,0.017578483,0.163736701,0.009422064,-0.102985919,0.014859438,0.161393166,0.010734558,-0.101954699,0.02235961,0.163455606
3,-0.053391337,-0.179862142,-0.049547553,0.108798623,-0.054235339,-0.18445605,-0.055922627,0.109173417,-0.053110242,-0.181643486,-0.049453855,0.101111054,-0.044110179,-0.17386204,-0.043453932,0.022641063,-0.088454425,0.027609944,0.187456012,0.030047178,-0.091548264,0.016828179,0.18201828,0.028453588,-0.09426713,0.019078374,0.180236936,0.030234933,-0.005953074,-0.132048905,-0.000609398,0.165424347,-0.003234386,-0.129423916,-0.003140688,0.156611681,0.001359344,-0.126611352,-0.003421783,0.154830337,-0.001453042,-0.118642509,0.002390742,0.145923972,-0.002203345,-0.11554867,0.007547021,0.145549178,-0.005953074,-0.132048905,-0.000609398,0.165424347,-0.003234386,-0.129423916,-0.003140688,0.156611681,0.001359344,-0.126611352,-0.003421783,0.154830337,-0.001453042,-0.118642509,0.002390742,0.145923972,-0.002203345,-0.11554867,0.007547021,0.145549178,-0.005953074,-0.132048905,-0.000609398,0.165424347,-0.003234386,-0.129423916,-0.003140688,0.156611681,0.001359344,-0.126611352,-0.003421783,0.154830337,-0.001453042,-0.118642509,0.002390742,0.145923972,-0.002203345,-0.11554867,0.007547021,0.145549178,-0.00857842,-0.137955308,-0.014953494,0.151830554,-0.013922095,-0.143861532,-0.016453385,0.15004921,-0.006984472,-0.138049006,-0.010547161,0.152674198,-0.000890493,-0.132798851,-0.002859592,0.007359624,-0.151361704,-0.015140891,0.143767834,-0.016734481,-0.164018154,-0.02995348,0.128580093,-0.044297576,-0.180705965,-0.045891523,0.100360751,-0.061735511,-0.193643689,-0.037641406,0.105611086,-0.064547896,-0.186612189,-0.051235199,0.098017216,0.000327945,-0.135705292,0.005953074,0.168143034,0.005578279,-0.127830148,0.014765739,0.173861861,0.007171869,-0.124642611,0.02076602,0.172924519,-0.001547098,-0.126236379,0.017109632,0.161393166,-0.003140688,-0.126142502,0.014859438,0.168424487,0.000327945,-0.135705292,0.005953074,0.168143034,0.005578279,-0.127830148,0.014765739,0.173861861,0.007171869,-0.124642611,0.02076602,0.172924519,-0.001547098,-0.126236379,0.017109632,0.161393166,-0.003140688,-0.126142502,0.014859438,0.168424487,0.013359547,-0.11554867,0.016265988,0.16429925,0.010359406,-0.112642407,0.015421987,0.163080454,0.01064086,-0.110204816,0.015984535,0.158674121,0.007828116,-0.112361133,0.007265568,0.168049335,0.000984192,-0.122205019,0.006703377,0.117611289,-0.003234386,-0.108892322,0.017859578,0.164580703,0.007171869,-0.10336107,0.021515965,0.162986755,0.004734278,-0.10645473,0.017578483,0.163736701,0.009328365,-0.102235973,0.015515685,0.161393166,0.01064086,-0.101298451,0.021515965,0.16317451
4,-0.053860188,-0.180799663,-0.049547553,0.108236074,-0.055360079,-0.185862243,-0.055641532,0.109079719,-0.053860188,-0.18295598,-0.049453855,0.100642204,-0.044860125,-0.175268412,-0.043453932,0.022641063,-0.089860797,0.027609944,0.187456012,0.02948463,-0.09379828,0.017015934,0.182206035,0.027609944,-0.095204651,0.019172072,0.180612087,0.030047178,-0.00604713,-0.132611454,-0.000328302,0.165518045,-0.003234386,-0.129423916,-0.003046989,0.156986833,0.000984192,-0.126798928,-0.003140688,0.155018091,-0.001453042,-0.118642509,0.002297044,0.146111727,-0.002484441,-0.115454972,0.007359624,0.145549178,-0.00604713,-0.132611454,-0.000328302,0.165518045,-0.003234386,-0.129423916,-0.003046989,0.156986833,0.000984192,-0.126798928,-0.003140688,0.155018091,-0.001453042,-0.118642509,0.002297044,0.146111727,-0.002484441,-0.115454972,0.007359624,0.145549178,-0.00604713,-0.132611454,-0.000328302,0.165518045,-0.003234386,-0.129423916,-0.003046989,0.156986833,0.000984192,-0.126798928,-0.003140688,0.155018091,-0.001453042,-0.118642509,0.002297044,0.146111727,-0.002484441,-0.115454972,0.007359624,0.145549178,-0.008953214,-0.139361501,-0.014859796,0.151642799,-0.014859796,-0.145361602,-0.016453385,0.15004921,-0.007453322,-0.139549077,-0.010453463,0.15304935,-0.001453042,-0.134111524,-0.002859592,0.007359624,-0.151642978,-0.014859796,0.143861532,-0.016828537,-0.16373688,-0.029578686,0.12876749,-0.044484973,-0.181174636,-0.045797467,0.100548506,-0.061735511,-0.193268538,-0.037641406,0.106079578,-0.064547896,-0.186237216,-0.051235199,0.098110914,-4.68E-05,-0.135611415,0.006328225,0.168611884,0.005296826,-0.12773627,0.014765739,0.173861861,0.007078171,-0.124455035,0.02076602,0.17283082,-0.001640797,-0.126142502,0.017015934,0.161018014,-0.003328085,-0.125955105,0.014765739,0.16823709,-4.68E-05,-0.135611415,0.006328225,0.168611884,0.005296826,-0.12773627,0.014765739,0.173861861,0.007078171,-0.124455035,0.02076602,0.17283082,-0.001640797,-0.126142502,0.017015934,0.161018014,-0.003328085,-0.125955105,0.014765739,0.16823709,0.012984395,-0.115173697,0.016359687,0.1647681,0.010172009,-0.112361133,0.015421987,0.16317451,0.010359406,-0.109548569,0.015890837,0.159142971,0.007921815,-0.110392392,0.007078171,0.167955637,0.000984192,-0.12164247,0.006328225,0.117423534,-0.003234386,-0.108236074,0.01776588,0.164487004,0.006984472,-0.102329671,0.021047115,0.162424207,0.004640579,-0.105704784,0.017390728,0.163643003,0.009140611,-0.101486027,0.015797138,0.161580563,0.009890914,-0.100642204,0.021422267,0.163080454
5,-0.053953886,-0.18145591,-0.049453855,0.108142376,-0.055641532,-0.186424792,-0.055454135,0.108892322,-0.054047585,-0.184362173,-0.049453855,0.100548506,-0.045047522,-0.176112056,-0.043360233,0.022641063,-0.09126699,0.027515888,0.187456012,0.028640985,-0.09529835,0.017109632,0.182206035,0.027141094,-0.095954597,0.019265771,0.180987239,0.029203534,-0.00604713,-0.133455276,-0.000234246,0.165611744,-0.003234386,-0.129423916,-0.002953291,0.15717423,0.000422001,-0.126798928,-0.002765536,0.155018091,-0.001547098,-0.118548632,0.002202988,0.146205425,-0.002578139,-0.115361094,0.007171869,0.145642877,-0.00604713,-0.133455276,-0.000234246,0.165611744,-0.003234386,-0.129423916,-0.002953291,0.15717423,0.000422001,-0.126798928,-0.002765536,0.155018091,-0.001547098,-0.118548632,0.002202988,0.146205425,-0.002578139,-0.115361094,0.007171869,0.145642877,-0.00604713,-0.133455276,-0.000234246,0.165611744,-0.003234386,-0.129423916,-0.002953291,0.15717423,0.000422001,-0.126798928,-0.002765536,0.155018091,-0.001547098,-0.118548632,0.002202988,0.146205425,-0.002578139,-0.115361094,0.007171869,0.145642877,-0.009515762,-0.140580297,-0.014484644,0.151549101,-0.015140891,-0.146767974,-0.016453385,0.150142908,-0.008672118,-0.140955269,-0.010453463,0.153143048,-0.002578139,-0.135049045,-0.002765536,0.007359624,-0.151736677,-0.014203191,0.143861532,-0.016922235,-0.163643181,-0.029203534,0.128861189,-0.044578671,-0.181080937,-0.04561007,0.101204753,-0.061641455,-0.192424893,-0.037641406,0.106267333,-0.064454198,-0.185955942,-0.051235199,0.098204613,-0.000234246,-0.135517716,0.006609321,0.168987036,0.004922032,-0.12773627,0.014765739,0.173861861,0.006890774,-0.124080062,0.020578265,0.172737122,-0.001640797,-0.125955105,0.016547084,0.16064322,-0.003890634,-0.125580132,0.014765739,0.168049335,-0.000234246,-0.135517716,0.006609321,0.168987036,0.004922032,-0.12773627,0.014765739,0.173861861,0.006890774,-0.124080062,0.020578265,0.172737122,-0.001640797,-0.125955105,0.016547084,0.16064322,-0.003890634,-0.125580132,0.014765739,0.168049335,0.012609601,-0.114611149,0.016265988,0.164861798,0.009796858,-0.111704886,0.015328288,0.16317451,0.010359406,-0.10898602,0.015609741,0.160080671,0.007828116,-0.110767365,0.006609321,0.167861938,0.000796795,-0.121079922,0.006140828,0.098954558,-0.003234386,-0.107673526,0.017390728,0.164392948,0.006797075,-0.102048397,0.020109773,0.161955714,0.004546881,-0.105142236,0.017203331,0.163549304,0.008953214,-0.10082978,0.016171932,0.161580563,0.010453105,-0.100079656,0.021234512,0.162986755
6,-0.054047585,-0.182112157,-0.049453855,0.108048677,-0.056578875,-0.187362313,-0.055454135,0.108610868,-0.054610133,-0.184643447,-0.049453855,0.100173354,-0.045891523,-0.176955879,-0.043360233,0.022641063,-0.091642141,0.027515888,0.187456012,0.028640985,-0.095954597,0.017015934,0.182206035,0.027047396,-0.097173393,0.019359469,0.181174636,0.028640985,-0.006140828,-0.133736372,-0.000140548,0.1657058,-0.003328085,-0.129330218,-0.002859592,0.157267928,-4.68E-05,-0.126798928,-0.002297044,0.154924393,-0.001547098,-0.118454933,0.002109289,0.146299124,-0.002765536,-0.115173697,0.006984472,0.145736575,-0.006140828,-0.133736372,-0.000140548,0.1657058,-0.003328085,-0.129330218,-0.002859592,0.157267928,-4.68E-05,-0.126798928,-0.002297044,0.154924393,-0.001547098,-0.118454933,0.002109289,0.146299124,-0.002765536,-0.115173697,0.006984472,0.145736575,-0.006140828,-0.133736372,-0.000140548,0.1657058,-0.003328085,-0.129330218,-0.002859592,0.157267928,-4.68E-05,-0.126798928,-0.002297044,0.154924393,-0.001547098,-0.118454933,0.002109289,0.146299124,-0.002765536,-0.115173697,0.006984472,0.145736575,-0.010359406,-0.141049147,-0.013828397,0.151268005,-0.016265988,-0.147611618,-0.016359687,0.150142908,-0.008953214,-0.142267764,-0.010359406,0.153236747,-0.002859592,-0.136361539,-0.002578139,0.007265568,-0.151830554,-0.013734698,0.143955231,-0.017015934,-0.163549483,-0.029016137,0.128861189,-0.044672728,-0.180705965,-0.045516372,0.101579547,-0.061641455,-0.192143619,-0.037735105,0.106361032,-0.064360499,-0.185112298,-0.051235199,0.098298311,-0.000328302,-0.135330141,0.006890774,0.169174433,0.004734278,-0.127642572,0.014672041,0.173768163,0.006797075,-0.123611212,0.020390868,0.172643065,-0.001640797,-0.125298858,0.016359687,0.160455465,-0.004265785,-0.125111282,0.014672041,0.167955637,-0.000328302,-0.135330141,0.006890774,0.169174433,0.004734278,-0.127642572,0.014672041,0.173768163,0.006797075,-0.123611212,0.020390868,0.172643065,-0.001640797,-0.125298858,0.016359687,0.160455465,-0.004265785,-0.125111282,0.014672041,0.167955637,0.012422204,-0.114329875,0.016265988,0.164955497,0.009328365,-0.111236036,0.01523459,0.163361907,0.010265708,-0.108611047,0.015515685,0.160455465,0.007828116,-0.110579789,0.006609321,0.16776824,0.000890493,-0.120329976,0.005953074,0.114704847,-0.003234386,-0.106829703,0.016828179,0.16429925,0.006797075,-0.101204753,0.020578265,0.16176796,0.004453182,-0.104485989,0.016922235,0.163455606,0.008859515,-0.100267231,0.016828179,0.161674261,0.010359406,-0.099517107,0.02076602,0.162893057
7,-0.054703832,-0.182862282,-0.049453855,0.107767224,-0.056860328,-0.187737286,-0.055360079,0.108329773,-0.05526638,-0.185768545,-0.049453855,0.099610806,-0.046360016,-0.1778934,-0.043266177,0.022641063,-0.092860758,0.027609944,0.187268615,0.028547287,-0.097360969,0.017015934,0.182206035,0.026765943,-0.097454667,0.019359469,0.181362033,0.028547287,-0.006140828,-0.134205222,-4.68E-05,0.165799499,-0.003328085,-0.129423916,-0.002765536,0.157361627,-0.000234246,-0.126611352,-0.002015591,0.154830337,-0.001547098,-0.118267536,0.001921892,0.146299124,-0.002859592,-0.114892423,0.006703377,0.145642877,-0.006140828,-0.134205222,-4.68E-05,0.165799499,-0.003328085,-0.129423916,-0.002765536,0.157361627,-0.000234246,-0.126611352,-0.002015591,0.154830337,-0.001547098,-0.118267536,0.001921892,0.146299124,-0.002859592,-0.114892423,0.006703377,0.145642877,-0.006140828,-0.134205222,-4.68E-05,0.165799499,-0.003328085,-0.129423916,-0.002765536,0.157361627,-0.000234246,-0.126611352,-0.002015591,0.154830337,-0.001547098,-0.118267536,0.001921892,0.146299124,-0.002859592,-0.114892423,0.006703377,0.145642877,-0.010453463,-0.142361641,-0.013453245,0.150424004,-0.016359687,-0.148455441,-0.016359687,0.150142908,-0.009515762,-0.142642915,-0.010359406,0.153330445,-0.003234386,-0.136923909,-0.002203345,0.007265568,-0.151924253,-0.013641,0.144142628,-0.017109632,-0.163080633,-0.02882874,0.128955245,-0.044672728,-0.180330992,-0.045516372,0.101767302,-0.061547756,-0.191487372,-0.037735105,0.106361032,-0.064266801,-0.184737146,-0.051235199,0.09839201,-0.000609398,-0.135236442,0.007078171,0.169174433,0.004546881,-0.127548873,0.014578342,0.173768163,0.006609321,-0.123330116,0.020203471,0.172549367,-0.001640797,-0.124830008,0.016359687,0.160455465,-0.004546881,-0.124830008,0.014484644,0.167861938,-0.000609398,-0.135236442,0.007078171,0.169174433,0.004546881,-0.127548873,0.014578342,0.173768163,0.006609321,-0.123330116,0.020203471,0.172549367,-0.001640797,-0.124830008,0.016359687,0.160455465,-0.004546881,-0.124830008,0.014484644,0.167861938,0.012140751,-0.114142478,0.016171932,0.165143251,0.009046912,-0.111048639,0.015140891,0.163268209,0.010078311,-0.108236074,0.01523459,0.161111712,0.007921815,-0.109923542,0.006703377,0.16776824,0.000890493,-0.119955003,0.005765676,0.123611212,-0.003140688,-0.106548607,0.016453385,0.164205551,0.006703377,-0.100735903,0.020203471,0.161299467,0.004453182,-0.103829741,0.016734481,0.163361907,0.008859515,-0.099798381,0.016734481,0.16176796,0.010265708,-0.098954737,0.02029717,0.16270566
8,-0.055172682,-0.18295598,-0.049453855,0.107017279,-0.056954026,-0.188768506,-0.055360079,0.108236074,-0.055360079,-0.185955942,-0.049453855,0.099423409,-0.046360016,-0.178362072,-0.042985082,0.022641063,-0.093048334,0.027609944,0.187174559,0.028172135,-0.09829849,0.017015934,0.182111979,0.026109695,-0.098767161,0.019453526,0.181455731,0.028266191,-0.006140828,-0.134673893,0.000140548,0.165893197,-0.003328085,-0.129423916,-0.002671838,0.157455683,-0.000328302,-0.126517653,-0.001828194,0.154830337,-0.001547098,-0.11807996,0.001921892,0.146392822,-0.002953291,-0.11451745,0.006421924,0.14545548,-0.006140828,-0.134673893,0.000140548,0.165893197,-0.003328085,-0.129423916,-0.002671838,0.157455683,-0.000328302,-0.126517653,-0.001828194,0.154830337,-0.001547098,-0.11807996,0.001921892,0.146392822,-0.002953291,-0.11451745,0.006421924,0.14545548,-0.006140828,-0.134673893,0.000140548,0.165893197,-0.003328085,-0.129423916,-0.002671838,0.157455683,-0.000328302,-0.126517653,-0.001828194,0.154830337,-0.001547098,-0.11807996,0.001921892,0.146392822,-0.002953291,-0.11451745,0.006421924,0.14545548,-0.01064086,-0.142549038,-0.013359547,0.150142908,-0.016547084,-0.149299264,-0.016359687,0.15004921,-0.010265708,-0.143861532,-0.010359406,0.153424144,-0.004172087,-0.137861431,-0.001828194,0.007171869,-0.15211165,-0.013641,0.144424081,-0.017203331,-0.162518084,-0.028734684,0.129236341,-0.044578671,-0.180237114,-0.045422673,0.101861,-0.061454058,-0.190737247,-0.037735105,0.10645473,-0.064079046,-0.18445605,-0.051235199,0.09839201,-0.001078248,-0.135236442,0.007171869,0.169268131,0.004453182,-0.127361298,0.014484644,0.173674464,0.006421924,-0.123236239,0.01982832,0.172549367,-0.001640797,-0.124736309,0.016265988,0.160455465,-0.004640579,-0.124736309,0.014203191,0.167861938,-0.001078248,-0.135236442,0.007171869,0.169268131,0.004453182,-0.127361298,0.014484644,0.173674464,0.006421924,-0.123236239,0.01982832,0.172549367,-0.001640797,-0.124736309,0.016265988,0.160455465,-0.004640579,-0.124736309,0.014203191,0.167861938,0.011765957,-0.1140486,0.016078234,0.16523695,0.008859515,-0.110673666,0.015047193,0.16317451,0.009890914,-0.108236074,0.015328288,0.161393166,0.007828116,-0.109736145,0.006703377,0.167674541,0.000796795,-0.119205058,0.005578279,0.127548695,-0.003140688,-0.105798483,0.016359687,0.164111853,0.006703377,-0.100454628,0.019640923,0.160736918,0.004453182,-0.103454769,0.016453385,0.163268209,0.008859515,-0.099235833,0.016640782,0.161861658,0.010172009,-0.098485887,0.020109773,0.16270566
9,-0.055360079,-0.183237255,-0.049360156,0.106642127,-0.057329178,-0.188862205,-0.05526638,0.108142376,-0.055454135,-0.186612189,-0.049360156,0.099423409,-0.046547771,-0.178737223,-0.042703629,0.022641063,-0.094173431,0.027609944,0.186987162,0.027609944,-0.098954737,0.017015934,0.18201828,0.025640845,-0.09932971,0.019453526,0.181549788,0.027703643,-0.006140828,-0.135049045,0.000234246,0.165893197,-0.003421783,-0.129423916,-0.002578139,0.157549381,-0.000609398,-0.126330078,-0.001828194,0.154830337,-0.001547098,-0.117892385,0.001828194,0.146299124,-0.003046989,-0.114329875,0.006234527,0.145361423,-0.006140828,-0.135049045,0.000234246,0.165893197,-0.003421783,-0.129423916,-0.002578139,0.157549381,-0.000609398,-0.126330078,-0.001828194,0.154830337,-0.001547098,-0.117892385,0.001828194,0.146299124,-0.003046989,-0.114329875,0.006234527,0.145361423,-0.006140828,-0.135049045,0.000234246,0.165893197,-0.003421783,-0.129423916,-0.002578139,0.157549381,-0.000609398,-0.126330078,-0.001828194,0.154830337,-0.001547098,-0.117892385,0.001828194,0.146299124,-0.003046989,-0.114329875,0.006234527,0.145361423,-0.011297107,-0.143674135,-0.013359547,0.149955511,-0.017109632,-0.149861634,-0.016359687,0.15004921,-0.010359406,-0.144049108,-0.010265708,0.153424144,-0.004359484,-0.138049006,-0.001640797,0.007171869,-0.152205527,-0.013453245,0.144705176,-0.017297029,-0.16223681,-0.028734684,0.129423738,-0.044578671,-0.180049717,-0.045328975,0.101954699,-0.061266661,-0.190456152,-0.037922502,0.106548429,-0.063891649,-0.183705926,-0.051235199,0.09839201,-0.001359344,-0.135142744,0.007265568,0.169268131,0.004453182,-0.126986325,0.014296889,0.173674464,0.006328225,-0.12314254,0.019640923,0.172455668,-0.001640797,-0.124642611,0.016171932,0.160361767,-0.004640579,-0.124642611,0.013922095,0.16776824,-0.001359344,-0.135142744,0.007265568,0.169268131,0.004453182,-0.126986325,0.014296889,0.173674464,0.006328225,-0.12314254,0.019640923,0.172455668,-0.001640797,-0.124642611,0.016171932,0.160361767,-0.004640579,-0.124642611,0.013922095,0.16776824,0.011578202,-0.113954902,0.015797138,0.16523695,0.008859515,-0.110111117,0.014953494,0.163080454,0.009703159,-0.107767224,0.015140891,0.161674261,0.007828116,-0.108704746,0.006797075,0.167674541,0.000609398,-0.118829906,0.005296826,0.126986146,-0.003140688,-0.105235934,0.016265988,0.163924456,0.006609321,-0.099798381,0.019359469,0.160361767,0.004359484,-0.10289222,0.016265988,0.16317451,0.008672118,-0.098673463,0.016640782,0.161861658,0.010078311,-0.098204613,0.01982832,0.162518263
