,Epochs,Lowest MAE,Lowest MSE,Smoothed Epochs,Lowest MAE Smoothed,Lowest MSE Smoothed,"R: 7, 7","R: 8, 7","R: 9, 7","R: 10, 7","R: 11, 7","R: 12, 7","R: 13, 7","R: 7, 8","R: 8, 8","R: 9, 8","R: 10, 8","R: 11, 8","R: 12, 8","R: 7, 9","R: 8, 9","R: 9, 9","R: 10, 9","R: 11, 9","R: 7, 10","R: 8, 10","R: 9, 10","R: 10, 10","R: 7, 11","R: 8, 11","R: 9, 11","R: 7, 12","R: 8, 12","R: 7, 13","MAE: 7, 7","MAE: 8, 7","MAE: 9, 7","MAE: 10, 7","MAE: 11, 7","MAE: 12, 7","MAE: 13, 7","MAE: 7, 8","MAE: 8, 8","MAE: 9, 8","MAE: 10, 8","MAE: 11, 8","MAE: 12, 8","MAE: 7, 9","MAE: 8, 9","MAE: 9, 9","MAE: 10, 9","MAE: 11, 9","MAE: 7, 10","MAE: 8, 10","MAE: 9, 10","MAE: 10, 10","MAE: 7, 11","MAE: 8, 11","MAE: 9, 11","MAE: 7, 12","MAE: 8, 12","MAE: 7, 13"
245,246,0.04984615743160248,0.005151459132321179,246,0.051836542049379986,0.005558881414200496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,247,0.050834604538977146,0.005353505723178387,247,0.051535960796259134,0.005497268706893863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,248,0.050161696039140224,0.005270972149446607,248,0.051123681369123465,0.005429379739659687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,249,0.05047116242349148,0.005402125418186188,249,0.050927925685433875,0.005421203443217637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,250,0.052424888126552105,0.005436413106508553,250,0.051377014417769346,0.005425766342204912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,251,0.05130697134882212,0.005241206847131252,251,0.05135600149708518,0.005370398493682814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,252,0.04822368919849396,0.0051069826586171985,252,0.05041630780750781,0.005291373743163129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,253,0.0497587313875556,0.005093712126836181,253,0.05021903488152215,0.005232075258265045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,254,0.04961142782121897,0.005166945862583816,254,0.05003675276343119,0.005212536439560676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,255,0.05077998712658882,0.0056029194965958595,255,0.050259723072378484,0.005329651356671231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,256,0.052097490057349205,0.00560641591437161,256,0.0508110531678697,0.005412680723981345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,257,0.05254071019589901,0.005362308234907687,257,0.051329950276278485,0.005397568977259248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,258,0.049369136802852154,0.005275220726616681,258,0.05074170623425058,0.005360864502066478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,259,0.04783857148140669,0.004908523173071444,259,0.04987076580839741,0.005225162103367967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,260,0.0532817542552948,0.0053583013359457254,260,0.05089406234246663,0.005265103873141295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,261,0.049585744738578796,0.005060968571342528,261,0.05050156706130028,0.005203863282601665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,262,0.051524787209928036,0.0052464744076132774,262,0.050808533105888606,0.005216646620105148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,263,0.047963655553758144,0.004927042522467673,263,0.04995506984024947,0.005129765390813905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,264,0.0468701496720314,0.004846187657676637,264,0.04902959378978405,0.005044692070872725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,265,0.049881838262081146,0.005083161289803684,265,0.04928526713147318,0.0050562328365520125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,266,0.051996453665196896,0.005389330675825477,266,0.05009862309159029,0.005156162188334052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,267,0.0481734536588192,0.004937481135129929,267,0.04952107226175896,0.005090557872372815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,268,0.050310070626437664,0.005120372283272445,268,0.04975777177116257,0.005099502195642704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,269,0.05531288031488657,0.006033324403688312,269,0.051424304334279775,0.005379648858056386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,270,0.04730848129838705,0.004975060699507594,270,0.05018955742351196,0.005258272410491749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,271,0.05174175836145878,0.005316641414538026,271,0.050655217704896,0.005275783111705632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,272,0.049940453842282295,0.00525448884582147,272,0.050440788546111885,0.005269394831940383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,273,0.0467792134732008,0.004981886246241629,273,0.04934231602423855,0.005183142256230757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,274,0.052247301675379276,0.0058338959934189916,274,0.05021381171958077,0.005378368377387227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,275,0.046440585516393185,0.00483926513697952,275,0.04908184385862449,0.005216637405264915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,276,0.05150238610804081,0.005361727089621127,276,0.04980800653344939,0.005260164310571779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,277,0.046910799108445644,0.004716218274552375,277,0.04893884430594827,0.005096980499765958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,278,0.04948221426457167,0.0049368771724402905,278,0.04910185529353529,0.005048949501568258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,279,0.051177035085856915,0.005243960884399712,279,0.04972440923123178,0.0051074529164176945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,280,0.04630479495972395,0.004656459088437259,280,0.04869852494977943,0.0049721547680235635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,281,0.0515413386747241,0.005573709961026907,281,0.04955136906726283,0.0051526213259245664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,282,0.04743554163724184,0.0049818349070847034,282,0.048916620838256535,0.0051013854002726075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,283,0.04844229854643345,0.005057793052401394,283,0.048774324150709605,0.005088307695911243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,284,0.048523398116230965,0.005204316577874124,284,0.04869904634036601,0.005123110360500107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,285,0.04607142601162195,0.00485578941879794,285,0.04791076024174279,0.005042914077989457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,286,0.048376426100730896,0.004943496431224048,286,0.04805045999943922,0.005013088783959834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,287,0.0460736034438014,0.004775149340275675,287,0.047457403032747876,0.004941706950854587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,288,0.04690686892718077,0.004733791865874082,288,0.047292242801077744,0.004879332425360435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,289,0.04766183812171221,0.0049513515550643206,289,0.047403121397268086,0.004900938164271601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,290,0.05274707917124033,0.00532280548941344,290,0.049006308729459755,0.005027498361814153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,291,0.049230641685426235,0.0049365098820999265,291,0.0490736086162497,0.005000201817899885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,292,0.04742914717644453,0.0049468016950413585,292,0.048580270184308154,0.004984181781042327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,293,0.04420378711074591,0.004540024907328188,293,0.04726732526223948,0.004850934718928085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,294,0.04807106498628855,0.00477943813893944,294,0.0475084471794542,0.004829485744931492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,295,0.04939169995486736,0.004842230235226452,295,0.04807342301207815,0.00483330909201998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,296,0.048776574432849884,0.004968338995240629,296,0.048284368438309674,0.004873818062986175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,297,0.04708525259047747,0.004963739891536534,297,0.04792463368396001,0.004900794611551283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,298,0.05421318672597408,0.005747082410380244,298,0.04981119959656423,0.005154680951199971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,299,0.045617640018463135,0.004708820895757526,299,0.0485531317231339,0.0050209229345672375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,300,0.04583683330565691,0.0047468740958720446,300,0.0477382421978908,0.004938708282958679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
