Time,Current,pH,Temperature,Rinse,Concentration
28,-0.545,5.2,24,1,0.9
28,-0.507,5.2,24,1,0.9
28,-0.493,5.2,24,1,0.9
28,-0.5,5.2,24,1,0.9
28,-0.508,5.2,24,1,0.9
29,-0.535,5.2,24,1,0.9
29,-0.498,5.2,24,1,0.9
29,-0.485,5.2,24,1,0.9
29,-0.493,5.2,24,1,0.9
29,-0.5,5.2,24,1,0.9
30,-0.527,5.2,24,1,0.9
30,-0.49,5.2,24,1,0.9
30,-0.477,5.2,24,1,0.9
30,-0.486,5.2,24,1,0.9
30,-0.492,5.2,24,1,0.9
31,-0.518,5.2,24,1,0.9
31,-0.482,5.2,24,1,0.9
31,-0.47,5.2,24,1,0.9
31,-0.48,5.2,24,1,0.9
31,-0.485,5.2,24,1,0.9
32,-0.509,5.2,24,1,0.9
32,-0.475,5.2,24,1,0.9
32,-0.463,5.2,24,1,0.9
32,-0.473,5.2,24,1,0.9
32,-0.478,5.2,24,1,0.9
33,-0.502,5.2,24,1,0.9
33,-0.468,5.2,24,1,0.9
33,-0.456,5.2,24,1,0.9
33,-0.467,5.2,24,1,0.9
33,-0.472,5.2,24,1,0.9
34,-0.494,5.2,24,1,0.9
34,-0.462,5.2,24,1,0.9
34,-0.45,5.2,24,1,0.9
34,-0.462,5.2,24,1,0.9
34,-0.465,5.2,24,1,0.9
35,-0.487,5.2,24,1,0.9
35,-0.455,5.2,24,1,0.9
35,-0.444,5.2,24,1,0.9
35,-0.456,5.2,24,1,0.9
35,-0.459,5.2,24,1,0.9
36,-0.48,5.2,24,1,0.9
36,-0.45,5.2,24,1,0.9
36,-0.438,5.2,24,1,0.9
36,-0.451,5.2,24,1,0.9
36,-0.453,5.2,24,1,0.9
37,-0.473,5.2,24,1,0.9
37,-0.443,5.2,24,1,0.9
37,-0.432,5.2,24,1,0.9
37,-0.445,5.2,24,1,0.9
37,-0.448,5.2,24,1,0.9
38,-0.468,5.2,24,1,0.9
38,-0.437,5.2,24,1,0.9
38,-0.427,5.2,24,1,0.9
38,-0.44,5.2,24,1,0.9
38,-0.442,5.2,24,1,0.9
39,-0.462,5.2,24,1,0.9
39,-0.431,5.2,24,1,0.9
39,-0.422,5.2,24,1,0.9
39,-0.435,5.2,24,1,0.9
39,-0.437,5.2,24,1,0.9
40,-0.457,5.2,24,1,0.9
40,-0.426,5.2,24,1,0.9
40,-0.417,5.2,24,1,0.9
40,-0.431,5.2,24,1,0.9
40,-0.432,5.2,24,1,0.9
41,-0.452,5.2,24,1,0.9
41,-0.421,5.2,24,1,0.9
41,-0.412,5.2,24,1,0.9
41,-0.426,5.2,24,1,0.9
41,-0.427,5.2,24,1,0.9
42,-0.447,5.2,24,1,0.9
42,-0.416,5.2,24,1,0.9
42,-0.408,5.2,24,1,0.9
42,-0.422,5.2,24,1,0.9
42,-0.423,5.2,24,1,0.9
43,-0.442,5.2,24,1,0.9
43,-0.412,5.2,24,1,0.9
43,-0.403,5.2,24,1,0.9
43,-0.418,5.2,24,1,0.9
43,-0.418,5.2,24,1,0.9
44,-0.437,5.2,24,1,0.9
44,-0.407,5.2,24,1,0.9
44,-0.4,5.2,24,1,0.9
44,-0.415,5.2,24,1,0.9
44,-0.414,5.2,24,1,0.9
45,-0.433,5.2,24,1,0.9
45,-0.403,5.2,24,1,0.9
45,-0.394,5.2,24,1,0.9
45,-0.411,5.2,24,1,0.9
45,-0.41,5.2,24,1,0.9
46,-0.43,5.2,24,1,0.9
46,-0.399,5.2,24,1,0.9
46,-0.39,5.2,24,1,0.9
46,-0.407,5.2,24,1,0.9
46,-0.406,5.2,24,1,0.9
47,-0.426,5.2,24,1,0.9
47,-0.395,5.2,24,1,0.9
47,-0.386,5.2,24,1,0.9
47,-0.404,5.2,24,1,0.9
47,-0.402,5.2,24,1,0.9
48,-0.422,5.2,24,1,0.9
48,-0.391,5.2,24,1,0.9
48,-0.382,5.2,24,1,0.9
48,-0.401,5.2,24,1,0.9
48,-0.399,5.2,24,1,0.9
49,-0.419,5.2,24,1,0.9
49,-0.388,5.2,24,1,0.9
49,-0.378,5.2,24,1,0.9
49,-0.398,5.2,24,1,0.9
49,-0.395,5.2,24,1,0.9
50,-0.415,5.2,24,1,0.9
50,-0.384,5.2,24,1,0.9
50,-0.375,5.2,24,1,0.9
50,-0.395,5.2,24,1,0.9
50,-0.392,5.2,24,1,0.9
0,-3.09372,8.4,24,1,0.9
1,-2.03133,8.4,24,1,0.9
2,-1.90639,8.4,24,1,0.9
3,-1.71876,8.4,24,1,0.9
4,-1.34373,8.4,24,1,0.9
5,-1.1344,8.4,24,1,0.9
6,-1.04065,8.4,24,1,0.9
7,-0.971889,8.4,24,1,0.9
8,-0.9094,8.4,24,1,0.9
9,-0.86565,8.4,24,1,0.9
10,-0.81345,8.4,24,1,0.9
11,-0.776575,8.4,24,1,0.9
12,-0.744699,8.4,24,1,0.9
13,-0.716574,8.4,24,1,0.9
14,-0.691574,8.4,24,1,0.9
15,-0.668448,8.4,24,1,0.9
16,-0.647823,8.4,24,1,0.9
17,-0.629072,8.4,24,1,0.9
18,-0.611572,8.4,24,1,0.9
19,-0.595322,8.4,24,1,0.9
20,-0.580946,8.4,24,1,0.9
21,-0.567197,8.4,24,1,0.9
22,-0.554072,8.4,24,1,0.9
23,-0.542196,8.4,24,1,0.9
24,-0.531571,8.4,24,1,0.9
25,-0.520946,8.4,24,1,0.9
26,-0.51157,8.4,24,1,0.9
27,-0.502195,8.4,24,1,0.9
28,-0.493445,8.4,24,1,0.9
29,-0.48532,8.4,24,1,0.9
30,-0.477195,8.4,24,1,0.9
31,-0.470319,8.4,24,1,0.9
32,-0.462821,8.4,24,1,0.9
33,-0.455945,8.4,24,1,0.9
34,-0.449696,8.4,24,1,0.9
35,-0.444069,8.4,24,1,0.9
36,-0.43782,8.4,24,1,0.9
37,-0.432193,8.4,24,1,0.9
38,-0.427194,8.4,24,1,0.9
39,-0.421569,8.4,24,1,0.9
40,-0.417194,8.4,24,1,0.9
41,-0.412195,8.4,24,1,0.9
42,-0.40782,8.4,24,1,0.9
43,-0.403445,8.4,24,1,0.9
44,-0.399694,8.4,24,1,0.9
45,-0.393537,8.4,24,1,0.9
46,-0.389537,8.4,24,1,0.9
47,-0.385662,8.4,24,1,0.9
48,-0.381975,8.4,24,1,0.9
49,-0.378412,8.4,24,1,0.9
50,-0.374974,8.4,24,1,0.9
0,-6.40631,6.4,24,1,2.2
1,-4.59385,6.4,24,1,2.2
2,-3.84378,6.4,24,1,2.2
3,-3.03125,6.4,24,1,2.2
4,-2.90632,6.4,24,1,2.2
5,-2.47192,6.4,24,1,2.2
6,-2.27816,6.4,24,1,2.2
7,-2.12815,6.4,24,1,2.2
8,-2.00317,6.4,24,1,2.2
9,-1.89691,6.4,24,1,2.2
10,-1.80534,6.4,24,1,2.2
11,-1.72659,6.4,24,1,2.2
12,-1.65721,6.4,24,1,2.2
13,-1.59471,6.4,24,1,2.2
14,-1.53971,6.4,24,1,2.2
15,-1.48971,6.4,24,1,2.2
16,-1.44408,6.4,24,1,2.2
17,-1.40221,6.4,24,1,2.2
18,-1.36408,6.4,24,1,2.2
19,-1.32846,6.4,24,1,2.2
20,-1.29596,6.4,24,1,2.2
21,-1.26533,6.4,24,1,2.2
22,-1.23721,6.4,24,1,2.2
23,-1.21033,6.4,24,1,2.2
24,-1.18471,6.4,24,1,2.2
25,-1.16033,6.4,24,1,2.2
26,-1.13783,6.4,24,1,2.2
27,-1.11658,6.4,24,1,2.2
28,-1.0972,6.4,24,1,2.2
29,-1.07783,6.4,24,1,2.2
30,-1.0597,6.4,24,1,2.2
31,-1.04283,6.4,24,1,2.2
32,-1.02658,6.4,24,1,2.2
33,-1.01158,6.4,24,1,2.2
34,-0.995953,6.4,24,1,2.2
35,-0.981578,6.4,24,1,2.2
36,-0.968453,6.4,24,1,2.2
37,-0.955328,6.4,24,1,2.2
38,-0.942827,6.4,24,1,2.2
39,-0.930952,6.4,24,1,2.2
40,-0.919076,6.4,24,1,2.2
41,-0.909702,6.4,24,1,2.2
42,-0.897201,6.4,24,1,2.2
43,-0.886576,6.4,24,1,2.2
44,-0.876576,6.4,24,1,2.2
45,-0.866576,6.4,24,1,2.2
46,-0.857201,6.4,24,1,2.2
47,-0.847826,6.4,24,1,2.2
48,-0.839701,6.4,24,1,2.2
49,-0.831575,6.4,24,1,2.2
50,-0.82345,6.4,24,1,2.2
0,-9.90653,10,24,1,5.5
1,-7.40647,10,24,1,5.5
2,-6.09398,10,24,1,5.5
3,-5.65624,10,24,1,5.5
4,-4.96888,10,24,1,5.5
5,-4.50945,10,24,1,5.5
6,-4.21569,10,24,1,5.5
7,-3.97818,10,24,1,5.5
8,-3.7782,10,24,1,5.5
9,-3.60317,10,24,1,5.5
10,-3.45037,10,24,1,5.5
11,-3.31786,10,24,1,5.5
12,-3.19974,10,24,1,5.5
13,-3.09286,10,24,1,5.5
14,-2.99598,10,24,1,5.5
15,-2.90786,10,24,1,5.5
16,-2.82661,10,24,1,5.5
17,-2.7516,10,24,1,5.5
18,-2.68223,10,24,1,5.5
19,-2.61785,10,24,1,5.5
20,-2.5566,10,24,1,5.5
21,-2.50035,10,24,1,5.5
22,-2.4466,10,24,1,5.5
23,-2.3966,10,24,1,5.5
24,-2.3491,10,24,1,5.5
25,-2.3041,10,24,1,5.5
26,-2.26097,10,24,1,5.5
27,-2.22097,10,24,1,5.5
28,-2.18347,10,24,1,5.5
29,-2.1466,10,24,1,5.5
30,-2.11159,10,24,1,5.5
31,-2.07847,10,24,1,5.5
32,-2.04659,10,24,1,5.5
33,-2.01659,10,24,1,5.5
34,-1.98784,10,24,1,5.5
35,-1.95972,10,24,1,5.5
36,-1.93284,10,24,1,5.5
37,-1.90722,10,24,1,5.5
38,-1.88222,10,24,1,5.5
39,-1.85847,10,24,1,5.5
40,-1.83597,10,24,1,5.5
41,-1.81347,10,24,1,5.5
42,-1.79222,10,24,1,5.5
43,-1.77159,10,24,1,5.5
44,-1.75159,10,24,1,5.5
45,-1.73284,10,24,1,5.5
46,-1.71409,10,24,1,5.5
47,-1.69596,10,24,1,5.5
48,-1.67909,10,24,1,5.5
49,-1.66159,10,24,1,5.5
50,-1.64534,10,24,1,5.5
0,-2.97,7.04,24,1,0.9
0,-2.91,7.04,24,1,0.9
0,-2.84,7.04,24,1,0.8
0,-2.91,7.04,24,1,0.9
1,-1.97,7.04,24,1,0.9
1,-1.97,7.04,24,1,0.9
1,-1.91,7.04,24,1,0.8
1,-1.91,7.04,24,1,0.9
2,-1.6,7.04,24,1,0.9
2,-1.84,7.04,24,1,0.9
2,-1.53,7.04,24,1,0.8
2,-1.72,7.04,24,1,0.9
3,-1.39,7.04,24,1,0.9
3,-1.59,7.04,24,1,0.9
3,-1.16,7.04,24,1,0.8
3,-1.34,7.04,24,1,0.9
4,-1.25,7.04,24,1,0.9
4,-1.28,7.04,24,1,0.9
4,-1.03,7.04,24,1,0.8
4,-1.16,7.04,24,1,0.9
5,-1.14,7.04,24,1,0.9
5,-1.1,7.04,24,1,0.9
5,-0.953,7.04,24,1,0.8
5,-1.05,7.04,24,1,0.9
6,-1.07,7.04,24,1,0.9
6,-1.03,7.04,24,1,0.9
6,-0.878,7.04,24,1,0.8
6,-0.984,7.04,24,1,0.9
7,-0.985,7.04,24,1,0.9
7,-0.972,7.04,24,1,0.9
7,-0.828,7.04,24,1,0.8
7,-0.941,7.04,24,1,0.9
8,-0.931,7.04,24,1,0.9
8,-0.909,7.04,24,1,0.9
8,-0.784,7.04,24,1,0.8
8,-0.891,7.04,24,1,0.9
9,-0.885,7.04,24,1,0.9
9,-0.872,7.04,24,1,0.9
9,-0.753,7.04,24,1,0.8
9,-0.853,7.04,24,1,0.9
10,-0.845,7.04,24,1,0.9
10,-0.824,7.04,24,1,0.9
10,-0.714,7.04,24,1,0.8
10,-0.812,7.04,24,1,0.9
11,-0.81,7.04,24,1,0.9
11,-0.789,7.04,24,1,0.9
11,-0.687,7.04,24,1,0.8
11,-0.78,7.04,24,1,0.9
12,-0.779,7.04,24,1,0.9
12,-0.758,7.04,24,1,0.9
12,-0.663,7.04,24,1,0.8
12,-0.752,7.04,24,1,0.9
13,-0.751,7.04,24,1,0.9
13,-0.732,7.04,24,1,0.9
13,-0.642,7.04,24,1,0.8
13,-0.727,7.04,24,1,0.9
14,-0.727,7.04,24,1,0.9
14,-0.707,7.04,24,1,0.9
14,-0.622,7.04,24,1,0.8
14,-0.704,7.04,24,1,0.9
15,-0.704,7.04,24,1,0.9
15,-0.685,7.04,24,1,0.9
15,-0.605,7.04,24,1,0.8
15,-0.683,7.04,24,1,0.9
16,-0.683,7.04,24,1,0.9
16,-0.665,7.04,24,1,0.9
16,-0.589,7.04,24,1,0.8
16,-0.664,7.04,24,1,0.9
17,-0.665,7.04,24,1,0.9
17,-0.647,7.04,24,1,0.9
17,-0.575,7.04,24,1,0.8
17,-0.647,7.04,24,1,0.9
18,-0.647,7.04,24,1,0.9
18,-0.63,7.04,24,1,0.9
18,-0.562,7.04,24,1,0.8
18,-0.63,7.04,24,1,0.9
19,-0.632,7.04,24,1,0.9
19,-0.614,7.04,24,1,0.9
19,-0.549,7.04,24,1,0.8
19,-0.617,7.04,24,1,0.9
20,-0.617,7.04,24,1,0.9
20,-0.598,7.04,24,1,0.9
20,-0.538,7.04,24,1,0.8
20,-0.602,7.04,24,1,0.9
21,-0.603,7.04,24,1,0.9
21,-0.585,7.04,24,1,0.9
21,-0.527,7.04,24,1,0.8
21,-0.589,7.04,24,1,0.9
22,-0.59,7.04,24,1,0.9
22,-0.573,7.04,24,1,0.9
22,-0.517,7.04,24,1,0.8
22,-0.577,7.04,24,1,0.9
23,-0.578,7.04,24,1,0.9
23,-0.561,7.04,24,1,0.9
23,-0.508,7.04,24,1,0.8
23,-0.566,7.04,24,1,0.9
24,-0.567,7.04,24,1,0.9
24,-0.55,7.04,24,1,0.9
24,-0.498,7.04,24,1,0.8
24,-0.556,7.04,24,1,0.9
25,-0.556,7.04,24,1,0.9
25,-0.539,7.04,24,1,0.9
25,-0.491,7.04,24,1,0.8
25,-0.545,7.04,24,1,0.9
26,-0.546,7.04,24,1,0.9
26,-0.529,7.04,24,1,0.9
26,-0.485,7.04,24,1,0.8
26,-0.536,7.04,24,1,0.9
27,-0.537,7.04,24,1,0.9
27,-0.52,7.04,24,1,0.9
27,-0.475,7.04,24,1,0.8
27,-0.527,7.04,24,1,0.9
28,-0.527,7.04,24,1,0.9
28,-0.512,7.04,24,1,0.9
28,-0.468,7.04,24,1,0.8
28,-0.518,7.04,24,1,0.9
29,-0.518,7.04,24,1,0.9
29,-0.503,7.04,24,1,0.9
29,-0.462,7.04,24,1,0.8
29,-0.51,7.04,24,1,0.9
30,-0.51,7.04,24,1,0.9
30,-0.495,7.04,24,1,0.9
30,-0.454,7.04,24,1,0.8
30,-0.502,7.04,24,1,0.9
31,-0.503,7.04,24,1,0.9
31,-0.487,7.04,24,1,0.9
31,-0.448,7.04,24,1,0.8
31,-0.495,7.04,24,1,0.9
32,-0.495,7.04,24,1,0.9
32,-0.48,7.04,24,1,0.9
32,-0.442,7.04,24,1,0.8
32,-0.488,7.04,24,1,0.9
33,-0.487,7.04,24,1,0.9
33,-0.473,7.04,24,1,0.9
33,-0.436,7.04,24,1,0.8
33,-0.48,7.04,24,1,0.9
34,-0.481,7.04,24,1,0.9
34,-0.467,7.04,24,1,0.9
34,-0.431,7.04,24,1,0.8
34,-0.474,7.04,24,1,0.9
35,-0.474,7.04,24,1,0.9
35,-0.46,7.04,24,1,0.9
35,-0.426,7.04,24,1,0.8
35,-0.468,7.04,24,1,0.9
36,-0.468,7.04,24,1,0.9
36,-0.455,7.04,24,1,0.9
36,-0.421,7.04,24,1,0.8
36,-0.461,7.04,24,1,0.9
37,-0.462,7.04,24,1,0.9
37,-0.448,7.04,24,1,0.9
37,-0.416,7.04,24,1,0.8
37,-0.456,7.04,24,1,0.9
38,-0.456,7.04,24,1,0.9
38,-0.443,7.04,24,1,0.9
38,-0.412,7.04,24,1,0.8
38,-0.45,7.04,24,1,0.9
39,-0.45,7.04,24,1,0.9
39,-0.437,7.04,24,1,0.9
39,-0.407,7.04,24,1,0.8
39,-0.445,7.04,24,1,0.9
40,-0.445,7.04,24,1,0.9
40,-0.433,7.04,24,1,0.9
40,-0.403,7.04,24,1,0.8
40,-0.44,7.04,24,1,0.9
41,-0.439,7.04,24,1,0.9
41,-0.427,7.04,24,1,0.9
41,-0.399,7.04,24,1,0.8
41,-0.435,7.04,24,1,0.9
42,-0.434,7.04,24,1,0.9
42,-0.423,7.04,24,1,0.9
42,-0.395,7.04,24,1,0.8
42,-0.429,7.04,24,1,0.9
43,-0.43,7.04,24,1,0.9
43,-0.418,7.04,24,1,0.9
43,-0.392,7.04,24,1,0.8
43,-0.425,7.04,24,1,0.9
44,-0.424,7.04,24,1,0.9
44,-0.413,7.04,24,1,0.9
44,-0.388,7.04,24,1,0.8
44,-0.42,7.04,24,1,0.9
45,-0.419,7.04,24,1,0.9
45,-0.409,7.04,24,1,0.9
45,-0.385,7.04,24,1,0.8
45,-0.417,7.04,24,1,0.9
46,-0.414,7.04,24,1,0.9
46,-0.405,7.04,24,1,0.9
46,-0.381,7.04,24,1,0.8
46,-0.411,7.04,24,1,0.9
47,-0.41,7.04,24,1,0.9
47,-0.401,7.04,24,1,0.9
47,-0.378,7.04,24,1,0.8
47,-0.407,7.04,24,1,0.9
48,-0.406,7.04,24,1,0.9
48,-0.397,7.04,24,1,0.9
48,-0.375,7.04,24,1,0.8
48,-0.403,7.04,24,1,0.9
49,-0.402,7.04,24,1,0.9
49,-0.393,7.04,24,1,0.9
49,-0.372,7.04,24,1,0.8
49,-0.399,7.04,24,1,0.9
50,-0.398,7.04,24,1,0.9
50,-0.388,7.04,24,1,0.9
50,-0.369,7.04,24,1,0.8
50,-0.395,7.04,24,1,0.9
0,-6.90627,5.2,24,1,2.2
1,-4.90642,5.2,24,1,2.2
2,-3.90625,5.2,24,1,2.2
3,-3.28135,5.2,24,1,2.2
4,-2.96879,5.2,24,1,2.2
5,-2.59693,5.2,24,1,2.2
6,-2.39692,5.2,24,1,2.2
7,-2.24066,5.2,24,1,2.2
8,-2.10316,5.2,24,1,2.2
9,-1.99065,5.2,24,1,2.2
10,-1.89409,5.2,24,1,2.2
11,-1.80972,5.2,24,1,2.2
12,-1.73534,5.2,24,1,2.2
13,-1.67034,5.2,24,1,2.2
14,-1.61096,5.2,24,1,2.2
15,-1.55721,5.2,24,1,2.2
16,-1.50846,5.2,24,1,2.2
17,-1.46409,5.2,24,1,2.2
18,-1.42283,5.2,24,1,2.2
19,-1.38533,5.2,24,1,2.2
20,-1.35033,5.2,24,1,2.2
21,-1.31783,5.2,24,1,2.2
22,-1.28783,5.2,24,1,2.2
23,-1.25908,5.2,24,1,2.2
24,-1.23221,5.2,24,1,2.2
25,-1.20721,5.2,24,1,2.2
26,-1.18346,5.2,24,1,2.2
27,-1.16158,5.2,24,1,2.2
28,-1.14033,5.2,24,1,2.2
29,-1.12095,5.2,24,1,2.2
30,-1.10158,5.2,24,1,2.2
31,-1.08345,5.2,24,1,2.2
32,-1.06658,5.2,24,1,2.2
33,-1.05095,5.2,24,1,2.2
34,-1.0347,5.2,24,1,2.2
35,-1.0197,5.2,24,1,2.2
36,-1.00533,5.2,24,1,2.2
37,-0.991578,5.2,24,1,2.2
38,-0.978453,5.2,24,1,2.2
39,-0.965327,5.2,24,1,2.2
40,-0.953453,5.2,24,1,2.2
41,-0.941577,5.2,24,1,2.2
42,-0.930327,5.2,24,1,2.2
43,-0.919702,5.2,24,1,2.2
44,-0.909077,5.2,24,1,2.2
45,-0.899076,5.2,24,1,2.2
46,-0.889076,5.2,24,1,2.2
47,-0.879701,5.2,24,1,2.2
48,-0.870326,5.2,24,1,2.2
49,-0.861576,5.2,24,1,2.2
50,-0.852826,5.2,24,1,2.2
0,-6.90627,5.05,24,1,2.2
0,-7.16,5.05,24,1,2.5
0,-6.97,5.05,24,1,2.5
0,-6.97,5.05,24,1,2.5
1,-4.90642,5.05,24,1,2.2
1,-4.97,5.05,24,1,2.5
1,-4.91,5.05,24,1,2.5
1,-4.91,5.05,24,1,2.5
2,-3.90625,5.05,24,1,2.2
2,-3.97,5.05,24,1,2.5
2,-3.91,5.05,24,1,2.5
2,-3.91,5.05,24,1,2.5
3,-3.28135,5.05,24,1,2.2
3,-3.47,5.05,24,1,2.5
3,-3.41,5.05,24,1,2.5
3,-3.41,5.05,24,1,2.5
4,-2.96879,5.05,24,1,2.2
4,-2.97,5.05,24,1,2.5
4,-2.97,5.05,24,1,2.5
4,-2.97,5.05,24,1,2.5
5,-2.59693,5.05,24,1,2.2
5,-2.66,5.05,24,1,2.5
5,-2.62,5.05,24,1,2.5
5,-2.65,5.05,24,1,2.5
6,-2.39692,5.05,24,1,2.2
6,-2.45,5.05,24,1,2.5
6,-2.41,5.05,24,1,2.5
6,-2.45,5.05,24,1,2.5
7,-2.24066,5.05,24,1,2.2
7,-2.28,5.05,24,1,2.5
7,-2.25,5.05,24,1,2.5
7,-2.28,5.05,24,1,2.5
8,-2.10316,5.05,24,1,2.2
8,-2.14,5.05,24,1,2.5
8,-2.11,5.05,24,1,2.5
8,-2.15,5.05,24,1,2.5
9,-1.99065,5.05,24,1,2.2
9,-2.02,5.05,24,1,2.5
9,-2,5.05,24,1,2.5
9,-2.04,5.05,24,1,2.5
10,-1.89409,5.05,24,1,2.2
10,-1.92,5.05,24,1,2.5
10,-1.9,5.05,24,1,2.5
10,-1.94,5.05,24,1,2.5
11,-1.80972,5.05,24,1,2.2
11,-1.87,5.05,24,1,2.5
11,-1.81,5.05,24,1,2.5
11,-1.85,5.05,24,1,2.5
12,-1.73534,5.05,24,1,2.2
12,-1.77,5.05,24,1,2.5
12,-1.74,5.05,24,1,2.5
12,-1.77,5.05,24,1,2.5
13,-1.67034,5.05,24,1,2.2
13,-1.7,5.05,24,1,2.5
13,-1.67,5.05,24,1,2.5
13,-1.7,5.05,24,1,2.5
14,-1.61096,5.05,24,1,2.2
14,-1.64,5.05,24,1,2.5
14,-1.62,5.05,24,1,2.5
14,-1.64,5.05,24,1,2.5
15,-1.55721,5.05,24,1,2.2
15,-1.58,5.05,24,1,2.5
15,-1.56,5.05,24,1,2.5
15,-1.58,5.05,24,1,2.5
16,-1.50846,5.05,24,1,2.2
16,-1.53,5.05,24,1,2.5
16,-1.51,5.05,24,1,2.5
16,-1.53,5.05,24,1,2.5
17,-1.46409,5.05,24,1,2.2
17,-1.49,5.05,24,1,2.5
17,-1.47,5.05,24,1,2.5
17,-1.49,5.05,24,1,2.5
18,-1.42283,5.05,24,1,2.2
18,-1.45,5.05,24,1,2.5
18,-1.43,5.05,24,1,2.5
18,-1.44,5.05,24,1,2.5
19,-1.38533,5.05,24,1,2.2
19,-1.41,5.05,24,1,2.5
19,-1.39,5.05,24,1,2.5
19,-1.41,5.05,24,1,2.5
20,-1.35033,5.05,24,1,2.2
20,-1.37,5.05,24,1,2.5
20,-1.36,5.05,24,1,2.5
20,-1.37,5.05,24,1,2.5
21,-1.31783,5.05,24,1,2.2
21,-1.34,5.05,24,1,2.5
21,-1.32,5.05,24,1,2.5
21,-1.34,5.05,24,1,2.5
22,-1.28783,5.05,24,1,2.2
22,-1.31,5.05,24,1,2.5
22,-1.29,5.05,24,1,2.5
22,-1.31,5.05,24,1,2.5
23,-1.25908,5.05,24,1,2.2
23,-1.28,5.05,24,1,2.5
23,-1.26,5.05,24,1,2.5
23,-1.28,5.05,24,1,2.5
24,-1.23221,5.05,24,1,2.2
24,-1.25,5.05,24,1,2.5
24,-1.24,5.05,24,1,2.5
24,-1.25,5.05,24,1,2.5
25,-1.20721,5.05,24,1,2.2
25,-1.23,5.05,24,1,2.5
25,-1.21,5.05,24,1,2.5
25,-1.22,5.05,24,1,2.5
26,-1.18346,5.05,24,1,2.2
26,-1.2,5.05,24,1,2.5
26,-1.19,5.05,24,1,2.5
26,-1.2,5.05,24,1,2.5
27,-1.16158,5.05,24,1,2.2
27,-1.18,5.05,24,1,2.5
27,-1.17,5.05,24,1,2.5
27,-1.18,5.05,24,1,2.5
28,-1.14033,5.05,24,1,2.2
28,-1.16,5.05,24,1,2.5
28,-1.15,5.05,24,1,2.5
28,-1.15,5.05,24,1,2.5
29,-1.12095,5.05,24,1,2.2
29,-1.14,5.05,24,1,2.5
29,-1.13,5.05,24,1,2.5
29,-1.13,5.05,24,1,2.5
30,-1.10158,5.05,24,1,2.2
30,-1.12,5.05,24,1,2.5
30,-1.11,5.05,24,1,2.5
30,-1.11,5.05,24,1,2.5
31,-1.08345,5.05,24,1,2.2
31,-1.1,5.05,24,1,2.5
31,-1.09,5.05,24,1,2.5
31,-1.1,5.05,24,1,2.5
32,-1.06658,5.05,24,1,2.2
32,-1.08,5.05,24,1,2.5
32,-1.07,5.05,24,1,2.5
32,-1.08,5.05,24,1,2.5
33,-1.05095,5.05,24,1,2.2
33,-1.07,5.05,24,1,2.5
33,-1.06,5.05,24,1,2.5
33,-1.06,5.05,24,1,2.5
34,-1.0347,5.05,24,1,2.2
34,-1.05,5.05,24,1,2.5
34,-1.04,5.05,24,1,2.5
34,-1.05,5.05,24,1,2.5
35,-1.0197,5.05,24,1,2.2
35,-1.04,5.05,24,1,2.5
35,-1.03,5.05,24,1,2.5
35,-1.03,5.05,24,1,2.5
36,-1.00533,5.05,24,1,2.2
36,-1.02,5.05,24,1,2.5
36,-1.01,5.05,24,1,2.5
36,-1.02,5.05,24,1,2.5
37,-0.991578,5.05,24,1,2.2
37,-1.01,5.05,24,1,2.5
37,-0.998,5.05,24,1,2.5
37,-1,5.05,24,1,2.5
38,-0.978453,5.05,24,1,2.2
38,-0.994,5.05,24,1,2.5
38,-0.985,5.05,24,1,2.5
38,-0.989,5.05,24,1,2.5
39,-0.965327,5.05,24,1,2.2
39,-0.981,5.05,24,1,2.5
39,-0.973,5.05,24,1,2.5
39,-0.975,5.05,24,1,2.5
40,-0.953453,5.05,24,1,2.2
40,-0.969,5.05,24,1,2.5
40,-0.961,5.05,24,1,2.5
40,-0.964,5.05,24,1,2.5
41,-0.941577,5.05,24,1,2.2
41,-0.957,5.05,24,1,2.5
41,-0.949,5.05,24,1,2.5
41,-0.952,5.05,24,1,2.5
42,-0.930327,5.05,24,1,2.2
42,-0.945,5.05,24,1,2.5
42,-0.938,5.05,24,1,2.5
42,-0.94,5.05,24,1,2.5
43,-0.919702,5.05,24,1,2.2
43,-0.934,5.05,24,1,2.5
43,-0.927,5.05,24,1,2.5
43,-0.929,5.05,24,1,2.5
44,-0.909077,5.05,24,1,2.2
44,-0.924,5.05,24,1,2.5
44,-0.917,5.05,24,1,2.5
44,-0.917,5.05,24,1,2.5
45,-0.899076,5.05,24,1,2.2
45,-0.914,5.05,24,1,2.5
45,-0.906,5.05,24,1,2.5
45,-0.907,5.05,24,1,2.5
46,-0.889076,5.05,24,1,2.2
46,-0.904,5.05,24,1,2.5
46,-0.896,5.05,24,1,2.5
46,-0.897,5.05,24,1,2.5
47,-0.879701,5.05,24,1,2.2
47,-0.895,5.05,24,1,2.5
47,-0.887,5.05,24,1,2.5
47,-0.888,5.05,24,1,2.5
48,-0.870326,5.05,24,1,2.2
48,-0.885,5.05,24,1,2.5
48,-0.877,5.05,24,1,2.5
48,-0.879,5.05,24,1,2.5
49,-0.861576,5.05,24,1,2.2
49,-0.877,5.05,24,1,2.5
49,-0.869,5.05,24,1,2.5
49,-0.869,5.05,24,1,2.5
50,-0.852826,5.05,24,1,2.2
50,-0.869,5.05,24,1,2.5
50,-0.86,5.05,24,1,2.5
50,-0.86,5.05,24,1,2.5
